,employee_number,age,attrition,business_travel,department,education,education_field,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,date_birth,remote_work,hourly_rate,daily_rate,distance_from_home,monthly_income,total_working_years
778,712,37,No,travel_rarely,desconocido,universidad,medical,4,male,3,2,research_scientist,1,desconocido,13588,5,desconocido,22,4.0,3,1,2,3,5,0,4,1986,yes,78,783.0,7.0,4284.0,16
779,713,27,No,desconocido,desconocido,universidad,technical_degree,2,male,3,1,research_scientist,2,desconocido,6073,1,No,11,3.0,3,1,3,2,5,1,2,1996,no,41,1354.0,2.0,2226.0,6
780,714,35,No,travel_rarely,desconocido,universidad,desconocido,2,male,3,2,sales_executive,1,desconocido,15975,0,desconocido,16,3.0,4,1,2,1,5,0,4,1988,yes,71,682.0,18.0,5561.0,13
783,715,54,No,desconocido, research_development ,fp,desconocido,1,female,3,2,research_scientist,3,married,22474,3,No,11,3.0,3,2,6,2,4,2,3,1969,no,67,155.0,9.0,2897.0,9
784,716,24,No,travel_rarely,desconocido,fp,life_sciences,4,male,2,2,healthcare_representative,3,single,14120,1,No,12,3.0,2,0,2,2,4,1,2,1999,yes,45,771.0,13.6,4247.0,4
785,717,38,No,travel_frequently,desconocido,universidad,desconocido,1,male,2,2,manufacturing_director,3,married,14284,2,No,11,3.0,4,1,1,3,8,7,7,1985,no,72,508.0,6.0,5321.0,10
786,718,42,No,desconocido,desconocido,universidad,desconocido,4,male,3,2,research_scientist,1,desconocido,11189,6,desconocido,17,3.0,3,1,3,2,4,1,2,1981,yes,35,557.0,18.0,5410.0,9
787,719,41,No,desconocido,desconocido,bachillerato,life_sciences,4,male,3,1,research_scientist,4,desconocido,21412,3,No,22,3.0,1,1,3,3,5,1,0,1982,yes,76,642.0,1.0,2782.0,8
788,720,25,No,travel_rarely,desconocido,fp,desconocido,1,female,3,2,sales_executive,3,desconocido,13684,0,Yes,22,4.0,2,1,3,2,5,0,4,1998,yes,85,1382.0,8.0,3429.0,6
789,721,44,No,desconocido,desconocido,bachillerato,medical,2,male,3,1,research_scientist,4,single,13422,6,Yes,12,3.0,3,0,2,3,4,1,2,1979,yes,42,1037.0,1.0,5361.8,6
790,722,50,Yes,desconocido,desconocido,universidad,desconocido,2,male,3,2,sales_executive,3,desconocido,14255,7,No,12,3.0,4,2,3,3,6,0,1,1973,yes,94,878.0,1.0,5574.8,12
791,723,36,No,desconocido, sales ,universidad,marketing,2,female,2,2,sales_executive,4,married,14369,4,No,13,3.0,1,1,2,2,6,0,0,1987,no,100,1120.0,11.0,9793.6,8
792,724,45,No,desconocido,desconocido,bachillerato,desconocido,4,female,3,2,sales_executive,3,desconocido,23333,8,No,15,3.0,3,0,3,3,5,0,1,1978,yes,50,374.0,20.0,4850.0,11
793,725,40,No,desconocido,desconocido,universidad,desconocido,3,female,3,1,research_scientist,3,married,12549,2,desconocido,14,3.0,2,3,2,3,5,0,2,1983,yes,98,1194.0,2.0,2001.0,20
794,726,35,No,travel_rarely,desconocido,universidad,desconocido,3,female,1,1,research_scientist,4,married,8952,1,No,12,3.0,4,1,5,3,4,1,1,1988,yes,62,287.0,1.0,3682.4,4
795,727,29,No,travel_rarely,desconocido,fp,other,4,male,2,2,laboratory_technician,2,desconocido,23679,4,desconocido,13,3.0,1,1,2,3,4,0,3,1994,no,46,762.6,13.0,5248.4,10
796,728,34,No,desconocido,desconocido,bachillerato,desconocido,2,male,4,2,laboratory_technician,3,desconocido,10228,2,No,12,3.0,1,0,3,4,4,1,2,1989,yes,82,1165.6,8.0,4404.0,14
797,729,27,No,travel_rarely,desconocido,eso,desconocido,1,male,3,1,laboratory_technician,2,married,16632,9,No,12,3.0,4,1,3,3,2,2,2,1996,no,40,591.0,2.0,5771.6,6
798,730,31,No,desconocido, research_development ,eso,desconocido,1,male,3,1,research_scientist,3,divorced,15170,1,desconocido,17,3.0,4,1,1,2,5,4,3,1992,yes,60,670.0,26.0,2677.0,5
799,731,34,No,travel_rarely,desconocido,fp,desconocido,2,male,3,1,laboratory_technician,4,divorced,8758,0,desconocido,11,3.0,3,1,2,3,2,1,2,1989,yes,93,1346.0,13.8,9334.0,3
800,732,28,Yes,travel_rarely, research_development ,bachillerato,life_sciences,3,male,2,1,laboratory_technician,3,single,12947,5,Yes,14,3.0,2,0,4,3,4,0,3,1995,yes,50,103.0,24.0,4191.2,6
801,733,32,No,travel_rarely,desconocido,fp,desconocido,1,male,4,1,research_scientist,2,divorced,15053,0,Yes,12,3.0,4,2,5,2,6,0,5,1991,yes,80,334.0,5.0,6174.4,7
802,734,38,No,desconocido, research_development ,bachillerato,life_sciences,4,male,3,1,research_scientist,4,single,4306,5,Yes,11,3.0,3,0,3,3,3,1,2,1985,yes,45,371.0,2.0,3944.0,6
803,735,24,No,desconocido,desconocido,fp,desconocido,1,female,4,2,manufacturing_director,3,desconocido,8232,0,No,18,3.0,4,1,5,2,4,1,3,1999,yes,96,673.0,11.0,9793.6,5
804,736,34,Yes,desconocido,desconocido,eso,desconocido,2,male,3,1,research_scientist,1,single,17102,2,No,11,3.0,3,0,2,3,4,1,3,1989,yes,83,699.0,6.0,2960.0,6
805,737,32,Yes,travel_frequently, research_development ,eso,desconocido,2,female,1,1,research_scientist,1,desconocido,4681,1,desconocido,22,3.0,2,0,5,3,10,6,7,1991,no,72,1062.8,16.0,3801.6,12
806,738,46,No,travel_rarely,desconocido,universidad,marketing,2,female,3,5,manager,1,single,22822,3,desconocido,12,3.0,4,0,2,2,2,2,1,1977,no,83,705.0,2.0,18947.0,22
807,739,44,No,desconocido,desconocido,universidad,other,4,male,3,2,healthcare_representative,4,married,19121,2,desconocido,13,3.0,4,0,5,4,4,1,3,1979,no,41,1459.0,10.0,6465.0,7
808,740,50,Yes,travel_rarely,desconocido,fp,desconocido,1,male,2,1,sales_representative,3,married,3810,1,desconocido,14,3.0,3,0,2,3,3,0,2,1973,yes,86,754.4,3.0,2683.0,3
809,741,35,No,desconocido,desconocido,bachillerato,marketing,4,female,3,1,sales_representative,4,married,9687,1,No,13,3.0,1,0,3,3,2,2,2,1988,yes,97,890.0,2.0,2014.0,2
810,742,28,Yes,desconocido,desconocido,universidad,desconocido,3,male,3,1,laboratory_technician,3,single,11179,1,Yes,13,3.0,3,0,3,2,2,2,2,1995,yes,50,1434.0,5.0,3441.0,2
811,743,26,No,desconocido,desconocido,bachillerato,desconocido,2,female,2,2,sales_executive,4,married,21436,7,Yes,19,3.0,3,1,2,2,2,0,0,1997,no,47,1443.0,8.0,4247.0,5
812,744,35,No,travel_rarely,desconocido,universidad,desconocido,3,female,3,1,laboratory_technician,1,desconocido,16002,3,Yes,15,3.0,3,1,3,3,2,2,2,1988,no,30,1142.0,7.4,3873.4,4
813,745,35,No,desconocido,desconocido,bachillerato,medical,2,male,3,1,research_scientist,1,married,5868,4,No,13,3.0,4,1,2,2,3,1,2,1988,yes,79,664.0,8.4,5811.0,5
814,746,37,No,travel_rarely,desconocido,universidad,medical,1,male,3,3,research_director,3,desconocido,25258,4,desconocido,13,3.0,1,0,3,4,5,0,2,1986,yes,30,397.0,2.6,13664.0,11
815,747,46,No,travel_rarely,desconocido,fp,medical,3,male,3,2,human_resources,2,divorced,10425,8,Yes,22,4.0,4,1,2,3,4,0,2,1977,yes,80,892.4,11.2,5021.0,13
816,748,34,No,travel_rarely,desconocido,fp,medical,1,male,3,2,manufacturing_director,2,married,17736,1,No,15,3.0,3,0,2,3,5,1,3,1989,yes,94,1153.0,1.0,5632.6,15
817,749,51,No,travel_rarely,desconocido,universidad,desconocido,4,male,3,1,laboratory_technician,4,desconocido,18725,3,desconocido,23,4.0,2,2,4,3,4,0,3,1972,yes,96,432.0,9.0,8102.6,10
818,750,24,No,travel_rarely, sales ,fp,other,1,female,3,2,sales_executive,3,married,17519,0,No,21,4.0,1,1,2,2,3,0,2,1999,yes,33,1353.0,3.0,3998.8,4
819,751,44,No,desconocido,desconocido,bachillerato,desconocido,2,male,3,2,laboratory_technician,2,married,25043,4,desconocido,12,3.0,3,1,3,4,3,1,2,1979,yes,65,489.0,23.0,4283.4,15
820,752,37,Yes,travel_rarely,desconocido,universidad,human_resources,3,male,3,1,human_resources,1,divorced,23648,4,desconocido,22,4.0,4,0,3,3,3,0,2,1986,yes,63,807.0,6.0,5076.2,11
821,753,59,No,non_travel,desconocido,universidad,human_resources,3,female,2,5,manager,4,desconocido,21922,9,No,21,4.0,4,1,3,3,3,2,2,1964,no,32,1420.0,2.0,18844.0,7
822,754,25,No,desconocido,desconocido,eso,desconocido,4,male,2,1,research_scientist,4,married,26897,1,No,11,3.0,3,2,2,3,2,2,1,1998,yes,71,1280.0,7.0,4753.4,9
823,755,43,No,desconocido,desconocido,bachillerato,medical,2,female,4,1,research_scientist,3,single,16090,4,desconocido,12,3.0,4,0,2,3,3,1,2,1980,yes,72,957.0,12.8,4739.0,13
824,756,50,No,travel_frequently,desconocido,bachillerato,desconocido,3,female,3,3,sales_executive,4,single,6645,4,No,11,3.0,4,0,3,3,2,2,1,1973,no,77,809.0,12.0,5564.2,16
825,757,31,Yes,travel_rarely,desconocido,bachillerato,desconocido,2,female,1,2,sales_executive,3,desconocido,24788,3,Yes,11,3.0,3,1,2,3,2,2,2,1992,yes,71,542.0,20.0,3030.2,4
826,758,36,No,desconocido, research_development ,fp,medical,2,male,3,2,manufacturing_director,2,divorced,2819,6,No,20,4.0,4,2,0,3,3,0,1,1987,no,84,216.0,6.0,4981.8,7
827,759,51,Yes,travel_frequently,desconocido,universidad,desconocido,1,male,1,3,manufacturing_director,4,desconocido,25150,2,desconocido,15,3.0,4,0,2,3,4,0,3,1972,no,53,1150.0,8.0,10650.0,18
828,760,25,No,desconocido, sales ,bachillerato,life_sciences,1,male,2,2,sales_executive,3,desconocido,24835,2,desconocido,18,3.0,4,0,3,3,2,2,2,1998,no,41,920.6,28.0,6872.8,7
829,761,38,No,travel_rarely,desconocido,doctorado,technical_degree,4,female,3,2,research_scientist,3,desconocido,2302,3,Yes,20,4.0,2,0,2,3,3,2,2,1985,no,32,364.0,3.0,4317.0,19
830,762,30,No,travel_rarely, research_development ,bachillerato,technical_degree,4,female,3,1,research_scientist,1,divorced,10415,5,No,14,3.0,4,1,3,3,3,2,2,1993,yes,84,201.0,5.0,4981.8,8
831,763,22,No,desconocido,desconocido,eso,medical,3,male,3,1,research_scientist,4,married,11992,1,No,24,4.0,1,2,6,3,2,2,2,2001,yes,80,1256.0,4.6,6174.4,2
832,764,27,No,non_travel, research_development ,bachillerato,medical,4,male,3,1,research_scientist,2,desconocido,5970,6,desconocido,18,3.0,4,1,1,1,2,2,2,1996,yes,57,691.0,9.0,2024.0,7
833,765,28,No,desconocido, research_development ,bachillerato,medical,3,male,3,1,research_scientist,4,married,6672,1,No,11,3.0,3,1,2,1,5,0,2,1995,yes,42,440.0,21.0,4095.8,5
834,766,27,No,desconocido,desconocido,bachillerato,desconocido,3,male,3,1,research_scientist,2,desconocido,13364,0,desconocido,16,3.0,4,1,3,2,5,1,1,1996,yes,51,1157.0,17.0,3058.0,6
835,767,56,No,travel_rarely,desconocido,bachillerato,life_sciences,3,female,3,1,research_scientist,1,divorced,13939,4,desconocido,18,3.0,3,1,3,3,2,2,2,1967,yes,67,713.0,8.0,9935.8,12
836,768,38,No,travel_rarely,desconocido,fp,desconocido,3,female,3,1,laboratory_technician,4,single,6319,1,desconocido,12,3.0,3,0,3,3,2,2,1,1985,yes,75,580.8,9.0,4586.0,11
837,769,31,No,travel_rarely,desconocido,eso,medical,3,female,3,1,research_scientist,4,desconocido,6984,8,desconocido,23,4.0,3,1,0,3,4,0,2,1992,yes,95,140.0,12.0,3929.0,7
838,770,34,No,travel_rarely,desconocido,fp,medical,4,female,3,1,research_scientist,2,desconocido,5711,2,No,15,3.0,4,0,3,3,3,1,2,1989,yes,95,629.0,27.0,4571.8,9
839,771,50,No,desconocido, research_development ,bachillerato,desconocido,3,male,2,1,laboratory_technician,3,desconocido,3425,2,desconocido,15,3.0,4,1,2,2,3,0,2,1973,no,86,328.0,1.0,3039.6,5
840,772,53,No,desconocido,desconocido,fp,desconocido,4,female,4,2,manufacturing_director,1,divorced,26250,1,No,11,3.0,3,2,3,3,4,1,3,1970,no,80,1084.0,13.0,9329.2,5
841,773,35,No,travel_frequently,desconocido,bachillerato,medical,2,female,3,2,laboratory_technician,2,single,15986,5,desconocido,11,3.0,4,0,5,3,6,1,2,1988,yes,37,453.6,6.8,4425.0,12
842,774,27,No,travel_frequently,desconocido,eso,desconocido,3,male,2,2,manufacturing_director,1,married,9679,5,desconocido,19,3.0,3,1,1,3,2,2,0,1996,no,60,472.0,1.0,6386.6,18
843,775,40,No,desconocido,desconocido,fp,desconocido,3,male,3,2,laboratory_technician,4,married,16523,8,desconocido,15,3.0,3,1,2,4,7,3,7,1983,yes,99,905.0,12.6,4306.4,8
844,776,22,No,desconocido,desconocido,bachillerato,life_sciences,2,male,4,1,research_scientist,2,desconocido,12392,1,desconocido,16,3.0,1,1,2,2,4,2,2,2001,no,60,1136.0,9.2,2328.0,4
845,777,40,No,desconocido,desconocido,doctorado,life_sciences,4,male,2,2,healthcare_representative,4,desconocido,14242,9,No,14,3.0,4,1,5,1,3,0,2,1983,yes,63,1151.0,9.6,4472.2,5
846,778,46,No,desconocido,desconocido,universidad,desconocido,4,male,3,3,healthcare_representative,1,desconocido,12368,7,No,16,3.0,3,1,3,3,4,0,3,1977,yes,69,644.0,1.0,5630.6,17
847,779,30,Yes,desconocido,desconocido,bachillerato,technical_degree,4,female,3,1,research_scientist,1,desconocido,8556,5,Yes,11,3.0,3,0,5,3,5,0,4,1993,yes,88,1005.0,3.0,2657.0,8
848,780,29,Yes,desconocido,desconocido,bachillerato,desconocido,3,male,3,1,research_scientist,3,single,19757,0,desconocido,14,3.0,4,0,1,2,6,1,5,1994,no,85,992.0,1.0,3980.8,3
849,781,54,No,desconocido,desconocido,bachillerato,desconocido,4,female,3,2,sales_executive,1,married,17011,2,desconocido,14,3.0,4,1,4,3,6,0,5,1969,no,52,1147.0,3.0,5940.0,16
850,782,33,No,travel_rarely, research_development ,universidad,desconocido,3,female,2,1,research_scientist,2,married,13248,6,desconocido,21,4.0,4,0,3,3,3,1,1,1990,yes,47,147.0,4.0,2622.0,9
851,783,52,No,travel_rarely,desconocido,bachillerato,desconocido,3,female,2,1,laboratory_technician,4,single,3300,7,desconocido,15,3.0,2,0,3,2,2,2,2,1971,yes,89,1323.0,2.0,3212.0,9
852,784,59,No,travel_rarely, human_resources ,fp,medical,2,male,3,1,human_resources,3,married,25657,8,desconocido,17,3.0,4,0,2,2,2,2,2,1964,no,53,818.0,6.0,7330.0,11
853,785,32,Yes,desconocido,desconocido,bachillerato,desconocido,4,male,2,1,laboratory_technician,3,single,9571,0,desconocido,14,3.0,4,0,2,1,3,1,2,1991,yes,62,515.0,1.0,3796.4,4
854,786,39,No,desconocido,desconocido,universidad,medical,2,female,3,1,laboratory_technician,3,divorced,15417,7,No,14,3.0,3,3,1,3,3,1,2,1984,no,96,1431.0,14.4,7429.8,7
855,787,32,No,non_travel,desconocido,universidad,marketing,3,male,3,2,sales_executive,4,desconocido,12069,0,No,18,3.0,1,0,2,3,3,2,2,1991,yes,100,976.0,26.0,2630.6,4
856,788,31,No,desconocido,desconocido,universidad,medical,2,male,3,3,research_director,3,divorced,13523,9,No,12,3.0,1,1,3,3,2,2,2,1992,yes,73,1327.0,3.0,7049.4,10
857,789,33,No,travel_rarely,desconocido,universidad,life_sciences,3,female,2,1,research_scientist,4,married,14776,1,desconocido,13,3.0,3,1,2,2,2,0,2,1990,yes,63,832.0,5.0,2911.0,2
858,790,45,No,desconocido,desconocido,universidad,life_sciences,1,male,4,2,manufacturing_director,3,desconocido,5118,4,desconocido,17,3.0,4,1,1,3,3,0,2,1978,yes,77,1199.0,10.4,6040.4,9
859,791,42,No,desconocido, research_development ,fp,desconocido,4,female,4,2,research_scientist,1,single,23016,3,Yes,13,3.0,3,0,1,3,3,0,2,1981,yes,82,916.0,17.0,4691.0,8
860,792,29,No,desconocido,desconocido,fp,marketing,4,male,3,2,sales_executive,4,divorced,10732,2,No,14,3.0,4,1,2,3,3,0,2,1994,no,45,1247.0,6.6,6931.0,9
861,793,25,No,travel_rarely,desconocido,bachillerato,desconocido,1,female,3,2,manufacturing_director,3,married,7505,0,No,12,3.0,4,2,3,3,4,1,2,1998,no,62,685.0,1.0,6738.8,5
862,794,32,No,desconocido,desconocido,eso,desconocido,4,male,2,2,laboratory_technician,1,desconocido,19737,4,No,13,3.0,4,0,5,3,6,0,4,1991,no,84,128.0,2.0,2176.0,9
863,795,28,No,travel_rarely,desconocido,bachillerato,desconocido,4,male,3,1,research_scientist,4,married,2613,1,No,23,4.0,4,1,3,3,5,0,4,1995,yes,94,1158.0,9.0,8022.6,15
864,796,21,No,travel_rarely,desconocido,fp,desconocido,4,male,2,1,research_scientist,3,single,10531,1,No,17,3.0,1,0,4,4,3,1,0,2002,no,100,996.0,3.0,3230.0,9
865,797,37,No,non_travel,desconocido,universidad,medical,1,female,3,3,research_director,4,divorced,11677,2,Yes,18,3.0,1,2,2,3,5,0,2,1986,no,80,728.0,1.0,6374.6,10
866,798,38,No,travel_rarely,desconocido,universidad,life_sciences,4,male,3,2,healthcare_representative,4,desconocido,18899,9,desconocido,14,3.0,2,1,2,3,2,1,2,1985,no,82,688.0,23.0,4691.0,8
867,799,26,Yes,travel_rarely,desconocido,universidad,medical,1,male,3,1,laboratory_technician,2,divorced,14180,2,Yes,13,3.0,4,1,2,3,3,0,2,1997,no,45,1449.0,16.0,8030.2,9
868,800,49,No,desconocido,desconocido,universidad,life_sciences,3,female,3,5,research_director,1,single,25594,9,Yes,11,3.0,4,0,4,3,3,1,2,1974,yes,65,636.0,10.0,18665.0,7
869,801,31,No,travel_frequently, sales ,bachillerato,desconocido,4,female,3,1,sales_representative,2,divorced,3909,1,desconocido,11,3.0,3,1,5,2,2,2,2,1992,yes,84,444.0,5.0,2789.0,2
870,802,37,No,travel_frequently,desconocido,bachillerato,medical,2,male,3,1,research_scientist,4,married,11411,1,desconocido,12,3.0,3,3,3,2,4,1,2,1986,no,53,889.0,9.0,4088.8,8
873,803,31,No,desconocido, research_development ,universidad,desconocido,3,male,3,1,research_scientist,4,desconocido,7747,0,desconocido,18,3.0,2,1,2,1,2,2,2,1992,yes,32,904.4,2.0,10590.6,3
884,804,21,No,desconocido,desconocido,fp,desconocido,1,male,3,1,sales_representative,4,single,2851,1,desconocido,24,4.0,3,0,3,2,3,2,2,2002,yes,39,895.0,9.0,5835.2,3
885,805,31,No,travel_rarely,desconocido,universidad,life_sciences,3,male,2,1,research_scientist,2,desconocido,7551,0,desconocido,16,3.0,4,0,5,3,2,2,2,1992,yes,42,408.0,9.0,2657.0,3
887,806,27,No,travel_rarely,desconocido,fp,desconocido,4,male,3,1,laboratory_technician,2,desconocido,17881,1,No,11,3.0,2,1,2,3,5,0,4,1996,yes,82,1469.0,1.0,5830.2,5
888,807,49,No,travel_rarely,desconocido,bachillerato,other,2,male,2,3,healthcare_representative,3,single,12066,8,No,24,4.0,3,0,2,3,5,0,0,1974,yes,31,1261.0,7.0,10965.0,8
898,808,25,Yes,travel_rarely,desconocido,bachillerato,medical,1,male,3,1,laboratory_technician,1,married,9396,5,No,13,3.0,3,1,5,3,2,0,2,1998,yes,91,688.0,3.0,3934.8,6
900,809,52,No,travel_rarely,desconocido,fp,life_sciences,4,female,3,4,manager,4,married,10310,2,No,13,3.0,4,0,2,1,5,1,4,1971,no,54,1490.0,4.0,5615.0,31
901,810,34,Yes,travel_frequently,desconocido,fp,desconocido,4,female,1,1,sales_representative,3,desconocido,12253,0,No,16,3.0,4,1,3,2,2,1,0,1989,yes,33,296.0,6.0,4712.0,3
902,811,26,No,travel_rarely,desconocido,bachillerato,life_sciences,1,female,3,1,research_scientist,4,divorced,3032,1,No,22,4.0,2,2,3,1,3,0,2,1997,yes,90,1349.0,23.0,6306.6,10
903,812,29,No,desconocido,desconocido,universidad,desconocido,2,male,2,3,research_director,3,desconocido,21526,1,No,18,3.0,3,0,2,3,10,0,7,1994,yes,93,986.0,3.0,11935.0,11
904,813,29,Yes,desconocido,desconocido,doctorado,technical_degree,3,female,2,1,research_scientist,2,married,18300,5,No,16,3.0,2,0,2,4,2,1,1,1994,no,71,408.0,25.0,2546.0,6
905,814,46,No,desconocido,desconocido,bachillerato,life_sciences,1,male,3,4,research_director,3,married,2288,6,No,13,3.0,3,0,2,1,3,0,1,1977,no,51,1009.0,2.0,17861.0,8
906,815,46,No,desconocido,desconocido,bachillerato,marketing,3,female,2,3,sales_executive,4,desconocido,11563,2,desconocido,19,3.0,3,1,3,3,3,1,2,1977,no,94,1125.0,10.0,8483.8,15
907,816,30,No,travel_rarely, sales ,eso,marketing,4,male,3,1,sales_representative,2,single,18398,0,desconocido,14,3.0,1,0,3,3,3,1,2,1993,yes,57,413.0,7.0,4032.8,7
908,817,34,Yes,travel_frequently, human_resources ,bachillerato,desconocido,2,female,3,3,human_resources,1,divorced,11533,9,Yes,15,3.0,3,3,2,3,3,0,2,1989,no,43,988.0,23.0,3870.6,5
909,818,42,No,desconocido,desconocido,fp,other,2,male,3,1,laboratory_technician,3,married,9260,4,No,17,3.0,4,1,4,3,2,2,0,1981,yes,97,1474.0,5.0,5314.2,16
910,819,22,Yes,desconocido, research_development ,eso,technical_degree,3,male,2,1,laboratory_technician,3,single,9129,5,No,16,3.0,3,0,3,3,2,1,2,2001,yes,99,1368.0,9.6,3894.0,4
911,820,29,No,travel_rarely,desconocido,bachillerato,technical_degree,4,male,3,2,manufacturing_director,4,divorced,22645,4,No,12,3.0,2,2,2,4,3,1,2,1994,yes,34,232.0,19.0,4262.0,8
912,821,46,No,travel_frequently, research_development ,eso,medical,1,female,3,3,healthcare_representative,3,married,8984,5,No,11,3.0,4,0,3,2,2,1,2,1977,yes,86,1034.0,18.0,10527.0,11
913,822,32,Yes,desconocido, sales ,universidad,other,4,male,4,2,sales_executive,3,desconocido,23914,8,desconocido,12,3.0,4,0,2,3,4,1,2,1991,yes,75,1474.0,11.0,4844.2,8
914,823,24,No,desconocido,desconocido,bachillerato,medical,4,male,3,1,sales_representative,4,desconocido,5530,0,No,13,3.0,3,2,3,3,2,2,1,1999,no,38,760.2,24.0,2400.0,3
915,824,35,No,travel_rarely,desconocido,fp,desconocido,1,male,2,2,laboratory_technician,4,single,14004,4,No,14,3.0,4,0,3,3,3,0,2,1988,no,54,538.0,25.0,3681.0,6
916,825,42,No,desconocido,desconocido,universidad,life_sciences,3,female,3,2,healthcare_representative,4,married,5718,1,No,13,3.0,2,2,4,3,10,2,2,1981,yes,81,622.0,2.0,6174.4,10
917,826,48,No,travel_rarely,desconocido,universidad,desconocido,4,female,2,4,manager,1,married,17997,7,No,11,3.0,1,1,3,1,3,0,2,1975,yes,40,1236.0,1.0,7383.6,21
918,827,44,No,travel_rarely,desconocido,universidad,desconocido,1,female,2,2,human_resources,3,desconocido,26894,4,No,11,3.0,2,0,1,4,2,0,2,1979,yes,50,1112.0,1.0,4733.0,10
919,828,34,No,desconocido, sales ,bachillerato,desconocido,3,female,3,1,sales_representative,3,desconocido,2912,1,Yes,18,3.0,4,2,3,3,8,0,6,1989,yes,31,204.0,14.0,6572.0,8
920,829,21,No,desconocido,desconocido,eso,technical_degree,3,male,3,1,sales_representative,3,desconocido,24444,1,desconocido,11,3.0,3,0,2,3,3,1,2,2002,yes,49,1343.0,22.0,3447.0,9
921,830,44,No,travel_rarely,desconocido,universidad,desconocido,4,male,3,5,manager,4,desconocido,9358,4,desconocido,12,3.0,1,1,2,4,2,0,1,1979,yes,35,1315.0,3.0,19513.0,26
922,831,22,No,travel_rarely,desconocido,eso,medical,1,male,3,1,research_scientist,3,married,12145,0,desconocido,20,4.0,4,0,3,3,2,2,2,2001,yes,69,788.8,6.0,3004.8,6
923,832,26,No,travel_rarely,desconocido,bachillerato,desconocido,3,female,3,1,laboratory_technician,4,desconocido,17759,1,Yes,13,3.0,3,1,2,3,3,0,2,1997,no,71,991.0,6.0,2659.0,8
924,833,36,No,desconocido,desconocido,fp,medical,2,male,2,2,manufacturing_director,2,desconocido,13934,2,Yes,11,3.0,3,1,2,3,3,0,2,1987,yes,48,913.0,9.0,8847.0,13
925,834,27,No,desconocido,desconocido,universidad,medical,1,male,2,1,research_scientist,4,single,15174,0,desconocido,13,3.0,4,0,0,3,4,1,1,1996,yes,54,1115.0,3.0,2045.0,5
926,835,23,No,travel_rarely,desconocido,bachillerato,desconocido,1,male,4,1,research_scientist,1,desconocido,8544,2,desconocido,16,3.0,1,1,3,4,3,0,2,2000,no,58,885.0,4.0,3121.6,5
927,836,25,No,desconocido,desconocido,bachillerato,life_sciences,4,male,4,2,sales_executive,2,desconocido,15678,0,No,22,4.0,3,1,4,3,3,1,2,1998,no,57,810.0,8.0,4851.0,4
928,837,48,No,desconocido,desconocido,eso,desconocido,1,male,4,2,sales_executive,2,married,18597,3,desconocido,12,3.0,4,0,3,3,2,2,2,1975,yes,56,817.0,9.4,8120.0,8
929,838,24,Yes,travel_rarely,desconocido,fp,life_sciences,1,female,3,2,sales_executive,3,single,24785,9,No,14,3.0,1,0,3,3,2,2,0,1999,yes,65,693.0,3.0,4577.0,7
930,839,60,No,travel_rarely,desconocido,universidad,desconocido,1,male,3,2,sales_executive,1,single,11924,8,No,14,3.0,4,0,1,3,2,2,2,1963,no,84,1179.0,16.0,5405.0,10
931,840,50,No,desconocido,desconocido,universidad,marketing,4,male,3,1,sales_representative,2,married,9983,7,No,15,3.0,4,1,2,3,2,2,2,1973,yes,54,316.0,8.0,3722.4,4
932,841,44,No,non_travel,desconocido,bachillerato,desconocido,1,male,1,1,laboratory_technician,3,single,2104,2,desconocido,14,3.0,3,0,5,3,5,1,4,1979,no,49,381.0,24.0,3708.0,9
933,842,47,No,travel_frequently,desconocido,bachillerato,desconocido,4,female,3,4,sales_executive,3,divorced,10225,9,Yes,12,3.0,4,2,2,2,22,11,13,1976,yes,49,217.0,3.0,13770.0,28
934,843,42,Yes,desconocido,desconocido,bachillerato,desconocido,3,male,4,1,research_scientist,3,divorced,20366,6,desconocido,12,3.0,4,0,2,3,2,2,2,1981,yes,57,933.0,19.0,6048.0,11
935,844,43,No,travel_frequently,desconocido,bachillerato,life_sciences,4,male,2,2,sales_executive,4,married,23683,3,desconocido,18,3.0,3,1,5,3,2,2,2,1980,yes,47,775.0,15.0,4356.4,7
936,845,40,No,desconocido,desconocido,eso,desconocido,4,female,2,1,research_scientist,4,single,22929,0,desconocido,20,4.0,4,0,2,2,4,2,3,1983,no,86,804.0,2.0,3039.6,5
937,846,29,No,desconocido, sales ,bachillerato,desconocido,4,male,3,1,sales_representative,2,desconocido,17967,1,No,14,3.0,4,2,2,3,2,2,2,1994,no,83,1090.0,10.0,2297.0,9
938,847,53,No,desconocido,desconocido,bachillerato,desconocido,4,male,3,2,laboratory_technician,4,single,10919,2,desconocido,17,3.0,4,0,4,3,2,2,2,1970,no,86,346.0,6.0,2450.0,19
939,848,23,No,travel_rarely, research_development ,eso,medical,1,male,4,1,research_scientist,3,single,19630,1,desconocido,18,3.0,4,0,3,3,2,0,2,2000,no,79,310.0,10.8,5696.2,12
940,849,55,Yes,desconocido,desconocido,bachillerato,medical,4,male,3,5,manager,1,desconocido,21199,5,Yes,13,3.0,4,1,2,3,5,1,4,1968,no,78,725.0,2.0,9063.4,24
