,age,attrition,business_travel,department,education,education_field,employee_number,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,date_birth,remote_work,hourly_rate,daily_rate,distance_from_home,monthly_income,total_working_years
800,28,Yes,travel_rarely, research_development ,3,life_sciences,19,3,male,2,1,laboratory_technician,3,single,12947,5,Yes,14,3.0,2,0,4,3,4,0,3,1995,yes,50,103.0,24.0,4191.2,6
801,32,No,travel_rarely,desconocido,2,desconocido,21,1,male,4,1,research_scientist,2,divorced,15053,0,Yes,12,3.0,4,2,5,2,6,0,5,1991,yes,80,334.0,5.0,6174.4,7
802,38,No,desconocido, research_development ,3,life_sciences,24,4,male,3,1,research_scientist,4,single,4306,5,Yes,11,3.0,3,0,3,3,3,1,2,1985,yes,45,371.0,2.0,3944.0,6
803,24,No,desconocido,desconocido,2,desconocido,26,1,female,4,2,manufacturing_director,3,desconocido,8232,0,No,18,3.0,4,1,5,2,4,1,3,1999,yes,96,673.0,11.0,9793.6,5
804,34,Yes,desconocido,desconocido,1,desconocido,31,2,male,3,1,research_scientist,1,single,17102,2,No,11,3.0,3,0,2,3,4,1,3,1989,yes,83,699.0,6.0,2960.0,6
805,32,Yes,travel_frequently, research_development ,1,desconocido,33,2,female,1,1,research_scientist,1,desconocido,4681,1,desconocido,22,3.0,2,0,5,3,10,6,7,1991,no,72,1062.8,16.0,3801.6,12
806,46,No,travel_rarely,desconocido,4,marketing,38,2,female,3,5,manager,1,single,22822,3,desconocido,12,3.0,4,0,2,2,2,2,1,1977,no,83,705.0,2.0,18947.0,22
807,44,No,desconocido,desconocido,4,other,40,4,male,3,2,healthcare_representative,4,married,19121,2,desconocido,13,3.0,4,0,5,4,4,1,3,1979,no,41,1459.0,10.0,6465.0,7
808,50,Yes,travel_rarely,desconocido,2,desconocido,47,1,male,2,1,sales_representative,3,married,3810,1,desconocido,14,3.0,3,0,2,3,3,0,2,1973,yes,86,754.4,3.0,2683.0,3
809,35,No,desconocido,desconocido,3,marketing,49,4,female,3,1,sales_representative,4,married,9687,1,No,13,3.0,1,0,3,3,2,2,2,1988,yes,97,890.0,2.0,2014.0,2
810,28,Yes,desconocido,desconocido,4,desconocido,65,3,male,3,1,laboratory_technician,3,single,11179,1,Yes,13,3.0,3,0,3,2,2,2,2,1995,yes,50,1434.0,5.0,3441.0,2
811,26,No,desconocido,desconocido,3,desconocido,72,2,female,2,2,sales_executive,4,married,21436,7,Yes,19,3.0,3,1,2,2,2,0,0,1997,no,47,1443.0,8.0,4247.0,5
812,35,No,travel_rarely,desconocido,4,desconocido,215,3,female,3,1,laboratory_technician,1,desconocido,16002,3,Yes,15,3.0,3,1,3,3,2,2,2,1988,no,30,1142.0,7.4,3873.4,4
813,35,No,desconocido,desconocido,3,medical,88,2,male,3,1,research_scientist,1,married,5868,4,No,13,3.0,4,1,2,2,3,1,2,1988,yes,79,664.0,8.4,5811.0,5
814,37,No,travel_rarely,desconocido,4,medical,102,1,male,3,3,research_director,3,desconocido,25258,4,desconocido,13,3.0,1,0,3,4,5,0,2,1986,yes,30,397.0,2.6,13664.0,11
815,46,No,travel_rarely,desconocido,2,medical,103,3,male,3,2,human_resources,2,divorced,10425,8,Yes,22,4.0,4,1,2,3,4,0,2,1977,yes,80,892.4,11.2,5021.0,13
816,34,No,travel_rarely,desconocido,2,medical,110,1,male,3,2,manufacturing_director,2,married,17736,1,No,15,3.0,3,0,2,3,5,1,3,1989,yes,94,1153.0,1.0,5632.6,15
817,51,No,travel_rarely,desconocido,4,desconocido,116,4,male,3,1,laboratory_technician,4,desconocido,18725,3,desconocido,23,4.0,2,2,4,3,4,0,3,1972,yes,96,432.0,9.0,8102.6,10
818,24,No,travel_rarely, sales ,2,other,128,1,female,3,2,sales_executive,3,married,17519,0,No,21,4.0,1,1,2,2,3,0,2,1999,yes,33,1353.0,3.0,3998.8,4
819,44,No,desconocido,desconocido,3,desconocido,132,2,male,3,2,laboratory_technician,2,married,25043,4,desconocido,12,3.0,3,1,3,4,3,1,2,1979,yes,65,489.0,23.0,4283.4,15
820,37,Yes,travel_rarely,desconocido,4,human_resources,133,3,male,3,1,human_resources,1,divorced,23648,4,desconocido,22,4.0,4,0,3,3,3,0,2,1986,yes,63,807.0,6.0,5076.2,11
821,59,No,non_travel,desconocido,4,human_resources,216,3,female,2,5,manager,4,desconocido,21922,9,No,21,4.0,4,1,3,3,3,2,2,1964,no,32,1420.0,2.0,18844.0,7
822,25,No,desconocido,desconocido,1,desconocido,143,4,male,2,1,research_scientist,4,married,26897,1,No,11,3.0,3,2,2,3,2,2,1,1998,yes,71,1280.0,7.0,4753.4,9
823,43,No,desconocido,desconocido,3,medical,171,2,female,4,1,research_scientist,3,single,16090,4,desconocido,12,3.0,4,0,2,3,3,1,2,1980,yes,72,957.0,12.8,4739.0,13
824,50,No,travel_frequently,desconocido,3,desconocido,217,3,female,3,3,sales_executive,4,single,6645,4,No,11,3.0,4,0,3,3,2,2,1,1973,no,77,809.0,12.0,5564.2,16
825,31,Yes,travel_rarely,desconocido,3,desconocido,175,2,female,1,2,sales_executive,3,desconocido,24788,3,Yes,11,3.0,3,1,2,3,2,2,2,1992,yes,71,542.0,20.0,3030.2,4
826,36,No,desconocido, research_development ,2,medical,178,2,male,3,2,manufacturing_director,2,divorced,2819,6,No,20,4.0,4,2,0,3,3,0,1,1987,no,84,216.0,6.0,4981.8,7
827,51,Yes,travel_frequently,desconocido,4,desconocido,179,1,male,1,3,manufacturing_director,4,desconocido,25150,2,desconocido,15,3.0,4,0,2,3,4,0,3,1972,no,53,1150.0,8.0,10650.0,18
828,25,No,desconocido, sales ,3,life_sciences,218,1,male,2,2,sales_executive,3,desconocido,24835,2,desconocido,18,3.0,4,0,3,3,2,2,2,1998,no,41,920.6,28.0,6872.8,7
829,38,No,travel_rarely,desconocido,5,technical_degree,193,4,female,3,2,research_scientist,3,desconocido,2302,3,Yes,20,4.0,2,0,2,3,3,2,2,1985,no,32,364.0,3.0,4317.0,19
830,30,No,travel_rarely, research_development ,3,technical_degree,197,4,female,3,1,research_scientist,1,divorced,10415,5,No,14,3.0,4,1,3,3,3,2,2,1993,yes,84,201.0,5.0,4981.8,8
831,22,No,desconocido,desconocido,1,medical,219,3,male,3,1,research_scientist,4,married,11992,1,No,24,4.0,1,2,6,3,2,2,2,2001,yes,80,1256.0,4.6,6174.4,2
832,27,No,non_travel, research_development ,3,medical,218,4,male,3,1,research_scientist,2,desconocido,5970,6,desconocido,18,3.0,4,1,1,1,2,2,2,1996,yes,57,691.0,9.0,2024.0,7
833,28,No,desconocido, research_development ,3,medical,221,3,male,3,1,research_scientist,4,married,6672,1,No,11,3.0,3,1,2,1,5,0,2,1995,yes,42,440.0,21.0,4095.8,5
834,27,No,desconocido,desconocido,3,desconocido,233,3,male,3,1,research_scientist,2,desconocido,13364,0,desconocido,16,3.0,4,1,3,2,5,1,1,1996,yes,51,1157.0,17.0,3058.0,6
835,56,No,travel_rarely,desconocido,3,life_sciences,241,3,female,3,1,research_scientist,1,divorced,13939,4,desconocido,18,3.0,3,1,3,3,2,2,2,1967,yes,67,713.0,8.0,9935.8,12
836,38,No,travel_rarely,desconocido,2,desconocido,245,3,female,3,1,laboratory_technician,4,single,6319,1,desconocido,12,3.0,3,0,3,3,2,2,1,1985,yes,75,580.8,9.0,4586.0,11
837,31,No,travel_rarely,desconocido,1,medical,246,3,female,3,1,research_scientist,4,desconocido,6984,8,desconocido,23,4.0,3,1,0,3,4,0,2,1992,yes,95,140.0,12.0,3929.0,7
838,34,No,travel_rarely,desconocido,2,medical,247,4,female,3,1,research_scientist,2,desconocido,5711,2,No,15,3.0,4,0,3,3,3,1,2,1989,yes,95,629.0,27.0,4571.8,9
839,50,No,desconocido, research_development ,3,desconocido,249,3,male,2,1,laboratory_technician,3,desconocido,3425,2,desconocido,15,3.0,4,1,2,2,3,0,2,1973,no,86,328.0,1.0,3039.6,5
840,53,No,desconocido,desconocido,2,desconocido,250,4,female,4,2,manufacturing_director,1,divorced,26250,1,No,11,3.0,3,2,3,3,4,1,3,1970,no,80,1084.0,13.0,9329.2,5
841,35,No,travel_frequently,desconocido,3,medical,269,2,female,3,2,laboratory_technician,2,single,15986,5,desconocido,11,3.0,4,0,5,3,6,1,2,1988,yes,37,453.6,6.8,4425.0,12
842,27,No,travel_frequently,desconocido,1,desconocido,220,3,male,2,2,manufacturing_director,1,married,9679,5,desconocido,19,3.0,3,1,1,3,2,2,0,1996,no,60,472.0,1.0,6386.6,18
843,40,No,desconocido,desconocido,2,desconocido,221,3,male,3,2,laboratory_technician,4,married,16523,8,desconocido,15,3.0,3,1,2,4,7,3,7,1983,yes,99,905.0,12.6,4306.4,8
844,22,No,desconocido,desconocido,3,life_sciences,222,2,male,4,1,research_scientist,2,desconocido,12392,1,desconocido,16,3.0,1,1,2,2,4,2,2,2001,no,60,1136.0,9.2,2328.0,4
845,40,No,desconocido,desconocido,5,life_sciences,287,4,male,2,2,healthcare_representative,4,desconocido,14242,9,No,14,3.0,4,1,5,1,3,0,2,1983,yes,63,1151.0,9.6,4472.2,5
846,46,No,desconocido,desconocido,4,desconocido,288,4,male,3,3,healthcare_representative,1,desconocido,12368,7,No,16,3.0,3,1,3,3,4,0,3,1977,yes,69,644.0,1.0,5630.6,17
847,30,Yes,desconocido,desconocido,3,technical_degree,297,4,female,3,1,research_scientist,1,desconocido,8556,5,Yes,11,3.0,3,0,5,3,5,0,4,1993,yes,88,1005.0,3.0,2657.0,8
848,29,Yes,desconocido,desconocido,3,desconocido,223,3,male,3,1,research_scientist,3,single,19757,0,desconocido,14,3.0,4,0,1,2,6,1,5,1994,no,85,992.0,1.0,3980.8,3
849,54,No,desconocido,desconocido,3,desconocido,303,4,female,3,2,sales_executive,1,married,17011,2,desconocido,14,3.0,4,1,4,3,6,0,5,1969,no,52,1147.0,3.0,5940.0,16
850,33,No,travel_rarely, research_development ,4,desconocido,305,3,female,2,1,research_scientist,2,married,13248,6,desconocido,21,4.0,4,0,3,3,3,1,1,1990,yes,47,147.0,4.0,2622.0,9
851,52,No,travel_rarely,desconocido,3,desconocido,316,3,female,2,1,laboratory_technician,4,single,3300,7,desconocido,15,3.0,2,0,3,2,2,2,2,1971,yes,89,1323.0,2.0,3212.0,9
852,59,No,travel_rarely, human_resources ,2,medical,224,2,male,3,1,human_resources,3,married,25657,8,desconocido,17,3.0,4,0,2,2,2,2,2,1964,no,53,818.0,6.0,7330.0,11
853,32,Yes,desconocido,desconocido,3,desconocido,225,4,male,2,1,laboratory_technician,3,single,9571,0,desconocido,14,3.0,4,0,2,1,3,1,2,1991,yes,62,515.0,1.0,3796.4,4
854,39,No,desconocido,desconocido,4,medical,332,2,female,3,1,laboratory_technician,3,divorced,15417,7,No,14,3.0,3,3,1,3,3,1,2,1984,no,96,1431.0,14.4,7429.8,7
855,32,No,non_travel,desconocido,4,marketing,226,3,male,3,2,sales_executive,4,desconocido,12069,0,No,18,3.0,1,0,2,3,3,2,2,1991,yes,100,976.0,26.0,2630.6,4
856,31,No,desconocido,desconocido,4,medical,337,2,male,3,3,research_director,3,divorced,13523,9,No,12,3.0,1,1,3,3,2,2,2,1992,yes,73,1327.0,3.0,7049.4,10
857,33,No,travel_rarely,desconocido,4,life_sciences,338,3,female,2,1,research_scientist,4,married,14776,1,desconocido,13,3.0,3,1,2,2,2,0,2,1990,yes,63,832.0,5.0,2911.0,2
858,45,No,desconocido,desconocido,4,life_sciences,341,1,male,4,2,manufacturing_director,3,desconocido,5118,4,desconocido,17,3.0,4,1,1,3,3,0,2,1978,yes,77,1199.0,10.4,6040.4,9
859,42,No,desconocido, research_development ,2,desconocido,347,4,female,4,2,research_scientist,1,single,23016,3,Yes,13,3.0,3,0,1,3,3,0,2,1981,yes,82,916.0,17.0,4691.0,8
860,29,No,desconocido,desconocido,2,marketing,349,4,male,3,2,sales_executive,4,divorced,10732,2,No,14,3.0,4,1,2,3,3,0,2,1994,no,45,1247.0,6.6,6931.0,9
861,25,No,travel_rarely,desconocido,3,desconocido,350,1,female,3,2,manufacturing_director,3,married,7505,0,No,12,3.0,4,2,3,3,4,1,2,1998,no,62,685.0,1.0,6738.8,5
862,32,No,desconocido,desconocido,1,desconocido,362,4,male,2,2,laboratory_technician,1,desconocido,19737,4,No,13,3.0,4,0,5,3,6,0,4,1991,no,84,128.0,2.0,2176.0,9
863,28,No,travel_rarely,desconocido,3,desconocido,227,4,male,3,1,research_scientist,4,married,2613,1,No,23,4.0,4,1,3,3,5,0,4,1995,yes,94,1158.0,9.0,8022.6,15
864,21,No,travel_rarely,desconocido,2,desconocido,379,4,male,2,1,research_scientist,3,single,10531,1,No,17,3.0,1,0,4,4,3,1,0,2002,no,100,996.0,3.0,3230.0,9
865,37,No,non_travel,desconocido,4,medical,380,1,female,3,3,research_director,4,divorced,11677,2,Yes,18,3.0,1,2,2,3,5,0,2,1986,no,80,728.0,1.0,6374.6,10
866,38,No,travel_rarely,desconocido,4,life_sciences,393,4,male,3,2,healthcare_representative,4,desconocido,18899,9,desconocido,14,3.0,2,1,2,3,2,1,2,1985,no,82,688.0,23.0,4691.0,8
867,26,Yes,travel_rarely,desconocido,4,medical,394,1,male,3,1,laboratory_technician,2,divorced,14180,2,Yes,13,3.0,4,1,2,3,3,0,2,1997,no,45,1449.0,16.0,8030.2,9
868,49,No,desconocido,desconocido,4,life_sciences,396,3,female,3,5,research_director,1,single,25594,9,Yes,11,3.0,4,0,4,3,3,1,2,1974,yes,65,636.0,10.0,18665.0,7
869,31,No,travel_frequently, sales ,3,desconocido,228,4,female,3,1,sales_representative,2,divorced,3909,1,desconocido,11,3.0,3,1,5,2,2,2,2,1992,yes,84,444.0,5.0,2789.0,2
870,37,No,travel_frequently,desconocido,3,medical,403,2,male,3,1,research_scientist,4,married,11411,1,desconocido,12,3.0,3,3,3,2,4,1,2,1986,no,53,889.0,9.0,4088.8,8
873,31,No,desconocido, research_development ,4,desconocido,229,3,male,3,1,research_scientist,4,desconocido,7747,0,desconocido,18,3.0,2,1,2,1,2,2,2,1992,yes,32,904.4,2.0,10590.6,3
884,21,No,desconocido,desconocido,2,desconocido,230,1,male,3,1,sales_representative,4,single,2851,1,desconocido,24,4.0,3,0,3,2,3,2,2,2002,yes,39,895.0,9.0,5835.2,3
885,31,No,travel_rarely,desconocido,4,life_sciences,231,3,male,2,1,research_scientist,2,desconocido,7551,0,desconocido,16,3.0,4,0,5,3,2,2,2,1992,yes,42,408.0,9.0,2657.0,3
887,27,No,travel_rarely,desconocido,2,desconocido,232,4,male,3,1,laboratory_technician,2,desconocido,17881,1,No,11,3.0,2,1,2,3,5,0,4,1996,yes,82,1469.0,1.0,5830.2,5
888,49,No,travel_rarely,desconocido,3,other,233,2,male,2,3,healthcare_representative,3,single,12066,8,No,24,4.0,3,0,2,3,5,0,0,1974,yes,31,1261.0,7.0,10965.0,8
898,25,Yes,travel_rarely,desconocido,3,medical,234,1,male,3,1,laboratory_technician,1,married,9396,5,No,13,3.0,3,1,5,3,2,0,2,1998,yes,91,688.0,3.0,3934.8,6
900,52,No,travel_rarely,desconocido,2,life_sciences,235,4,female,3,4,manager,4,married,10310,2,No,13,3.0,4,0,2,1,5,1,4,1971,no,54,1490.0,4.0,5615.0,31
901,34,Yes,travel_frequently,desconocido,2,desconocido,555,4,female,1,1,sales_representative,3,desconocido,12253,0,No,16,3.0,4,1,3,2,2,1,0,1989,yes,33,296.0,6.0,4712.0,3
902,26,No,travel_rarely,desconocido,3,life_sciences,236,1,female,3,1,research_scientist,4,divorced,3032,1,No,22,4.0,2,2,3,1,3,0,2,1997,yes,90,1349.0,23.0,6306.6,10
903,29,No,desconocido,desconocido,4,desconocido,564,2,male,2,3,research_director,3,desconocido,21526,1,No,18,3.0,3,0,2,3,10,0,7,1994,yes,93,986.0,3.0,11935.0,11
904,29,Yes,desconocido,desconocido,5,technical_degree,237,3,female,2,1,research_scientist,2,married,18300,5,No,16,3.0,2,0,2,4,2,1,1,1994,no,71,408.0,25.0,2546.0,6
905,46,No,desconocido,desconocido,3,life_sciences,238,1,male,3,4,research_director,3,married,2288,6,No,13,3.0,3,0,2,1,3,0,1,1977,no,51,1009.0,2.0,17861.0,8
906,46,No,desconocido,desconocido,3,marketing,580,3,female,2,3,sales_executive,4,desconocido,11563,2,desconocido,19,3.0,3,1,3,3,3,1,2,1977,no,94,1125.0,10.0,8483.8,15
907,30,No,travel_rarely, sales ,1,marketing,585,4,male,3,1,sales_representative,2,single,18398,0,desconocido,14,3.0,1,0,3,3,3,1,2,1993,yes,57,413.0,7.0,4032.8,7
908,34,Yes,travel_frequently, human_resources ,3,desconocido,239,2,female,3,3,human_resources,1,divorced,11533,9,Yes,15,3.0,3,3,2,3,3,0,2,1989,no,43,988.0,23.0,3870.6,5
909,42,No,desconocido,desconocido,2,other,591,2,male,3,1,laboratory_technician,3,married,9260,4,No,17,3.0,4,1,4,3,2,2,0,1981,yes,97,1474.0,5.0,5314.2,16
910,22,Yes,desconocido, research_development ,1,technical_degree,593,3,male,2,1,laboratory_technician,3,single,9129,5,No,16,3.0,3,0,3,3,2,1,2,2001,yes,99,1368.0,9.6,3894.0,4
911,29,No,travel_rarely,desconocido,3,technical_degree,611,4,male,3,2,manufacturing_director,4,divorced,22645,4,No,12,3.0,2,2,2,4,3,1,2,1994,yes,34,232.0,19.0,4262.0,8
912,46,No,travel_frequently, research_development ,1,medical,624,1,female,3,3,healthcare_representative,3,married,8984,5,No,11,3.0,4,0,3,2,2,1,2,1977,yes,86,1034.0,18.0,10527.0,11
913,32,Yes,desconocido, sales ,4,other,631,4,male,4,2,sales_executive,3,desconocido,23914,8,desconocido,12,3.0,4,0,2,3,4,1,2,1991,yes,75,1474.0,11.0,4844.2,8
914,24,No,desconocido,desconocido,3,medical,632,4,male,3,1,sales_representative,4,desconocido,5530,0,No,13,3.0,3,2,3,3,2,2,1,1999,no,38,760.2,24.0,2400.0,3
915,35,No,travel_rarely,desconocido,2,desconocido,652,1,male,2,2,laboratory_technician,4,single,14004,4,No,14,3.0,4,0,3,3,3,0,2,1988,no,54,538.0,25.0,3681.0,6
916,42,No,desconocido,desconocido,4,life_sciences,659,3,female,3,2,healthcare_representative,4,married,5718,1,No,13,3.0,2,2,4,3,10,2,2,1981,yes,81,622.0,2.0,6174.4,10
917,48,No,travel_rarely,desconocido,4,desconocido,664,4,female,2,4,manager,1,married,17997,7,No,11,3.0,1,1,3,1,3,0,2,1975,yes,40,1236.0,1.0,7383.6,21
918,44,No,travel_rarely,desconocido,4,desconocido,665,1,female,2,2,human_resources,3,desconocido,26894,4,No,11,3.0,2,0,1,4,2,0,2,1979,yes,50,1112.0,1.0,4733.0,10
919,34,No,desconocido, sales ,3,desconocido,666,3,female,3,1,sales_representative,3,desconocido,2912,1,Yes,18,3.0,4,2,3,3,8,0,6,1989,yes,31,204.0,14.0,6572.0,8
920,21,No,desconocido,desconocido,1,technical_degree,240,3,male,3,1,sales_representative,3,desconocido,24444,1,desconocido,11,3.0,3,0,2,3,3,1,2,2002,yes,49,1343.0,22.0,3447.0,9
921,44,No,travel_rarely,desconocido,4,desconocido,671,4,male,3,5,manager,4,desconocido,9358,4,desconocido,12,3.0,1,1,2,4,2,0,1,1979,yes,35,1315.0,3.0,19513.0,26
922,22,No,travel_rarely,desconocido,1,medical,675,1,male,3,1,research_scientist,3,married,12145,0,desconocido,20,4.0,4,0,3,3,2,2,2,2001,yes,69,788.8,6.0,3004.8,6
923,26,No,travel_rarely,desconocido,3,desconocido,686,3,female,3,1,laboratory_technician,4,desconocido,17759,1,Yes,13,3.0,3,1,2,3,3,0,2,1997,no,71,991.0,6.0,2659.0,8
924,36,No,desconocido,desconocido,2,medical,699,2,male,2,2,manufacturing_director,2,desconocido,13934,2,Yes,11,3.0,3,1,2,3,3,0,2,1987,yes,48,913.0,9.0,8847.0,13
925,27,No,desconocido,desconocido,4,medical,241,1,male,2,1,research_scientist,4,single,15174,0,desconocido,13,3.0,4,0,0,3,4,1,1,1996,yes,54,1115.0,3.0,2045.0,5
926,23,No,travel_rarely,desconocido,3,desconocido,705,1,male,4,1,research_scientist,1,desconocido,8544,2,desconocido,16,3.0,1,1,3,4,3,0,2,2000,no,58,885.0,4.0,3121.6,5
927,25,No,desconocido,desconocido,3,life_sciences,707,4,male,4,2,sales_executive,2,desconocido,15678,0,No,22,4.0,3,1,4,3,3,1,2,1998,no,57,810.0,8.0,4851.0,4
928,48,No,desconocido,desconocido,1,desconocido,712,1,male,4,2,sales_executive,2,married,18597,3,desconocido,12,3.0,4,0,3,3,2,2,2,1975,yes,56,817.0,9.4,8120.0,8
929,24,Yes,travel_rarely,desconocido,2,life_sciences,242,1,female,3,2,sales_executive,3,single,24785,9,No,14,3.0,1,0,3,3,2,2,0,1999,yes,65,693.0,3.0,4577.0,7
930,60,No,travel_rarely,desconocido,4,desconocido,732,1,male,3,2,sales_executive,1,single,11924,8,No,14,3.0,4,0,1,3,2,2,2,1963,no,84,1179.0,16.0,5405.0,10
931,50,No,desconocido,desconocido,4,marketing,738,4,male,3,1,sales_representative,2,married,9983,7,No,15,3.0,4,1,2,3,2,2,2,1973,yes,54,316.0,8.0,3722.4,4
932,44,No,non_travel,desconocido,3,desconocido,744,1,male,1,1,laboratory_technician,3,single,2104,2,desconocido,14,3.0,3,0,5,3,5,1,4,1979,no,49,381.0,24.0,3708.0,9
933,47,No,travel_frequently,desconocido,3,desconocido,746,4,female,3,4,sales_executive,3,divorced,10225,9,Yes,12,3.0,4,2,2,2,22,11,13,1976,yes,49,217.0,3.0,13770.0,28
934,42,Yes,desconocido,desconocido,3,desconocido,752,3,male,4,1,research_scientist,3,divorced,20366,6,desconocido,12,3.0,4,0,2,3,2,2,2,1981,yes,57,933.0,19.0,6048.0,11
935,43,No,travel_frequently,desconocido,3,life_sciences,754,4,male,2,2,sales_executive,4,married,23683,3,desconocido,18,3.0,3,1,5,3,2,2,2,1980,yes,47,775.0,15.0,4356.4,7
936,40,No,desconocido,desconocido,1,desconocido,243,4,female,2,1,research_scientist,4,single,22929,0,desconocido,20,4.0,4,0,2,2,4,2,3,1983,no,86,804.0,2.0,3039.6,5
937,29,No,desconocido, sales ,3,desconocido,244,4,male,3,1,sales_representative,2,desconocido,17967,1,No,14,3.0,4,2,2,3,2,2,2,1994,no,83,1090.0,10.0,2297.0,9
938,53,No,desconocido,desconocido,3,desconocido,769,4,male,3,2,laboratory_technician,4,single,10919,2,desconocido,17,3.0,4,0,4,3,2,2,2,1970,no,86,346.0,6.0,2450.0,19
939,23,No,travel_rarely, research_development ,1,medical,245,1,male,4,1,research_scientist,3,single,19630,1,desconocido,18,3.0,4,0,3,3,2,0,2,2000,no,79,310.0,10.8,5696.2,12
940,55,Yes,desconocido,desconocido,3,medical,246,4,male,3,5,manager,1,desconocido,21199,5,Yes,13,3.0,4,1,2,3,5,1,4,1968,no,78,725.0,2.0,9063.4,24
941,26,No,travel_frequently,desconocido,2,life_sciences,792,1,female,1,1,laboratory_technician,4,desconocido,5288,3,No,14,3.0,1,1,2,3,2,2,0,1997,yes,71,575.0,1.0,6525.4,11
942,34,No,travel_rarely,desconocido,4,desconocido,797,2,female,4,1,research_scientist,4,single,13551,2,No,16,3.0,3,0,2,3,4,1,3,1989,no,72,182.0,1.0,10096.0,10
943,27,No,desconocido,desconocido,1,marketing,800,3,male,3,2,sales_executive,4,married,24008,0,desconocido,19,3.0,2,1,3,3,4,1,1,1996,yes,84,829.0,8.0,4342.0,5
944,35,No,travel_rarely,desconocido,4,desconocido,247,1,female,3,1,sales_representative,4,desconocido,20317,1,No,16,3.0,2,1,1,2,3,0,2,1988,yes,72,384.0,8.0,2572.0,3
945,30,No,travel_rarely,desconocido,3,desconocido,806,4,male,1,1,laboratory_technician,3,married,24375,3,No,21,3.0,3,2,2,3,2,0,2,1993,yes,38,921.0,13.4,3229.8,7
946,34,No,desconocido,desconocido,2,desconocido,248,3,female,3,2,sales_executive,1,desconocido,13305,5,No,17,3.0,2,1,1,3,3,1,2,1989,yes,93,1111.0,8.0,6500.0,13
947,52,No,travel_rarely, research_development ,4,life_sciences,813,2,female,3,2,laboratory_technician,3,desconocido,21821,8,desconocido,20,4.0,2,1,3,3,5,1,4,1971,yes,82,1325.0,12.8,3149.0,9
948,33,Yes,travel_rarely,desconocido,3,marketing,819,1,female,3,2,sales_executive,1,single,26507,5,desconocido,15,3.0,3,0,3,3,3,0,2,1990,no,69,118.0,16.0,5324.0,13
949,35,No,travel_rarely, research_development ,4,desconocido,249,2,female,4,1,research_scientist,3,single,13301,3,No,13,3.0,3,0,0,3,2,2,2,1988,no,40,1258.0,17.2,5576.8,7
950,28,Yes,desconocido,desconocido,4,desconocido,250,3,male,3,1,research_scientist,3,single,16374,6,No,17,3.0,4,0,3,2,2,2,1,1995,yes,81,890.0,2.0,4382.0,5
951,36,No,travel_rarely,desconocido,3,human_resources,251,3,male,3,1,human_resources,2,married,25527,4,desconocido,13,3.0,2,1,2,3,5,0,4,1987,yes,36,1041.0,13.0,4061.6,7
952,34,No,travel_frequently, research_development ,4,desconocido,838,3,female,2,1,research_scientist,4,single,8306,1,No,16,3.0,3,0,3,3,5,1,3,1989,yes,100,702.0,16.0,2553.0,6
953,34,No,desconocido,desconocido,2,desconocido,847,3,male,3,1,human_resources,4,desconocido,2243,0,desconocido,19,3.0,3,1,1,1,3,0,2,1989,no,67,829.0,3.0,4044.2,4
954,44,No,travel_rarely,desconocido,3,desconocido,852,4,male,3,2,healthcare_representative,2,single,5197,9,desconocido,12,3.0,4,0,2,2,5,2,3,1979,yes,50,625.0,4.0,5933.0,10
955,32,No,desconocido,desconocido,4,life_sciences,859,2,male,3,2,sales_executive,4,divorced,9250,2,desconocido,11,3.0,3,1,3,2,5,0,3,1991,yes,73,919.2,13.0,4403.0,8
956,53,No,desconocido,desconocido,2,desconocido,252,1,female,2,3,sales_executive,4,married,20715,7,Yes,18,3.0,4,1,3,3,5,0,4,1970,no,78,661.0,7.0,10934.0,35
957,22,No,desconocido,desconocido,2,life_sciences,872,4,male,2,2,manufacturing_director,4,desconocido,19146,6,desconocido,22,4.0,1,2,2,1,2,2,2,2001,no,68,612.6,1.0,7065.6,4
958,44,No,travel_rarely,desconocido,4,life_sciences,874,1,male,4,1,laboratory_technician,4,desconocido,5044,2,Yes,24,4.0,3,1,2,2,3,0,2,1979,no,62,986.0,8.0,5037.0,10
959,35,Yes,travel_frequently,desconocido,4,life_sciences,881,4,female,3,1,research_scientist,2,divorced,16612,1,desconocido,19,3.0,1,1,3,2,10,7,8,1988,yes,96,664.8,25.0,2022.0,10
960,25,No,desconocido,desconocido,1,desconocido,885,3,male,2,2,sales_executive,1,desconocido,18154,1,No,12,3.0,1,0,1,4,5,0,3,1998,no,87,583.0,4.0,4256.0,5
961,49,No,travel_rarely,desconocido,3,technical_degree,253,3,female,3,1,research_scientist,1,desconocido,10554,2,No,16,3.0,2,1,2,3,4,0,2,1974,no,36,1418.0,1.0,3580.0,7
962,24,No,non_travel,desconocido,1,life_sciences,888,1,male,2,1,laboratory_technician,4,desconocido,10778,0,desconocido,17,3.0,4,0,2,2,5,3,4,1999,no,47,1269.0,3.2,10033.4,11
963,38,No,travel_rarely, sales ,3,marketing,893,2,male,2,1,sales_representative,2,desconocido,12102,0,desconocido,19,3.0,4,1,3,3,2,1,2,1985,yes,98,395.0,9.0,2899.0,3
